   1.9595925e-01   1.7589902e-01   1.5549264e-01   1.3508656e-01   1.1468113e-01   9.4276832e-02   7.3874599e-02   5.3476758e-02   3.3091128e-02   1.2770690e-02   9.3445966e-08   1.2986040e-16   7.3134647e-17   4.3198865e-16   1.1495240e-16   1.9814872e-16   5.0036527e-16   7.1933512e-16   7.8469949e-17   2.0248488e-16   1.1858622e-16   7.7616429e-17   2.0720160e-17   6.5837449e-16   1.7888085e-16   7.4787445e-16   1.0952711e-17   8.4022943e-18   1.1559430e-16   1.1892257e-16   6.1122437e-16   1.0588373e-16   4.5124603e-16   2.6517621e-17   4.6768405e-16   4.1211444e-16   1.9899735e-16   5.2376131e-16   8.7879800e-16   8.1847297e-15   1.4839442e-14   1.9511475e-14   1.7097843e-14   2.9143355e-15   5.3028979e-14   1.4802079e-13   2.8655026e-13   4.2366777e-13   4.0195805e-13   1.7974861e-13
   1.9596295e-01   1.7907000e-01   1.5866504e-01   1.3825931e-01   1.1785391e-01   9.7449408e-02   7.7046649e-02   5.6647572e-02   3.6258242e-02   1.5913383e-02   6.7825288e-06   1.3695610e-15   3.8966484e-16   1.4658796e-16   1.4006852e-16   1.1076425e-16   2.5976920e-16   1.6119308e-16   4.7103844e-16   5.1683795e-16   2.9689660e-16   2.1187763e-16   2.6097177e-16   4.2214067e-16   1.3284118e-16   1.7548880e-16   5.8259667e-16   4.5931557e-16   6.4215896e-18   2.2879248e-15   3.0239864e-16   7.7887515e-17   2.9287895e-18   1.4046807e-17   2.0578841e-16   4.5151384e-16   3.8115936e-16   2.9950565e-16   1.3734862e-15   6.0577554e-15   1.6918862e-14   3.8872148e-14   8.4744183e-14   1.6576599e-13   3.0506692e-13   5.2029941e-13   8.0123019e-13   1.0258301e-12   8.4506314e-13   3.9646499e-15
   1.9596475e-01   1.8682434e-01   1.6986652e-01   1.5118135e-01   1.3180245e-01   1.1185137e-01   9.1457149e-02   7.1054724e-02   5.0656273e-02   3.0269917e-02   9.9624027e-03   5.7066459e-10   1.2245826e-15   2.0735286e-16   6.1175426e-17   2.0229476e-17   3.1713627e-16   1.1625566e-16   3.5037079e-16   3.8676995e-17   6.7496195e-17   5.6982675e-16   4.7583202e-16   4.0315800e-16   2.7438592e-15   1.9432841e-16   3.0538058e-16   3.8045219e-16   4.1733826e-18   6.3990267e-16   2.5679999e-15   2.0009695e-15   8.0191740e-17   7.9078506e-16   1.1636601e-16   4.8826825e-17   1.0989946e-15   6.4175729e-16   4.9360564e-15   1.0717708e-14   2.2629133e-14   4.9578529e-14   1.0410691e-13   2.1010309e-13   4.0386287e-13   6.9074461e-13   1.0575299e-16   1.7678237e-15   3.2573502e-14   1.8721751e-14
   1.9597916e-01   1.9034578e-01   1.7747502e-01   1.6178307e-01   1.4499112e-01   1.2769459e-01   1.1008280e-01   9.2124165e-02   7.3533832e-02   5.3615842e-02   3.3223636e-02   1.2874963e-02   1.3954509e-08   3.3310058e-16   3.2777413e-16   1.7486010e-15   1.6857172e-16   6.0142954e-17   6.1002408e-17   1.9724714e-16   3.1013176e-17   2.1556192e-15   4.8397452e-16   4.4385995e-18   3.3667589e-16   1.7013116e-17   2.2679350e-16   1.6128073e-16   1.8177032e-16   4.7055663e-16   2.0077955e-16   1.7251646e-16   3.1526165e-18   2.2862410e-15   1.9912786e-15   5.9977841e-17   2.1577053e-16   6.3066332e-16   1.1956879e-15   2.9038257e-16   6.0980060e-15   2.9831968e-14   9.3784375e-14   2.3334793e-13   1.0030867e-16   2.8844500e-16   1.3319505e-15   3.2611749e-14   2.5826703e-15   2.9666100e-14
   1.9596368e-01   1.9205039e-01   1.8212363e-01   1.6900167e-01   1.5438455e-01   1.3909011e-01   1.2351015e-01   1.0782745e-01   9.2093053e-02   7.6225479e-02   5.9917828e-02   4.2253682e-02   2.2058262e-02   1.9868784e-03   4.1014072e-16   2.0921963e-16   6.3881016e-16   1.4736283e-15   2.4906520e-16   4.4181956e-16   2.2843371e-16   2.2321832e-16   5.4159403e-17   9.7545108e-16   3.1336424e-16   1.6886674e-17   1.7483500e-17   1.9864943e-16   9.3994208e-17   1.0718975e-16   1.2060207e-16   3.1966971e-16   8.8998640e-17   5.2506416e-16   7.8621187e-17   1.2232414e-15   1.7329426e-15   3.9393756e-15   7.4951173e-15   1.1088513e-14   7.4484315e-15   2.1937793e-14   1.4995197e-16   6.0216448e-17   8.7211843e-17   4.3168902e-16   5.4064107e-15   4.0371343e-15   1.3456950e-14   3.0576196e-14
   1.9596266e-01   1.9299844e-01   1.8507411e-01   1.7400057e-01   1.6120442e-01   1.4754118e-01   1.3349602e-01   1.1934738e-01   1.0525325e-01   9.1288089e-02   7.7447413e-02   6.3618359e-02   4.9476204e-02   3.4083075e-02   1.4792107e-02   2.3618009e-08   1.1500371e-17   2.8508798e-16   2.8110280e-16   2.1648312e-16   5.6664183e-16   2.2018391e-16   1.0964987e-16   2.9611582e-16   9.8543330e-17   3.7457975e-17   2.2513130e-17   3.0354698e-16   5.0749064e-16   1.5245360e-16   1.3879050e-16   4.1201951e-16   2.8123525e-15   8.0963271e-17   4.0599656e-16   1.1625692e-16   1.6962366e-15   5.0155326e-15   1.0880569e-14   1.6077444e-14   1.5672813e-16   5.0895777e-18   1.4650082e-16   2.3736994e-16   1.6514300e-16   2.8589007e-15   4.4819860e-15   4.8159819e-15   3.5936302e-14   4.8609264e-14
   1.9597869e-01   1.9358843e-01   1.8705113e-01   1.7756683e-01   1.6627427e-01   1.5397318e-01   1.4117525e-01   1.2820394e-01   1.1526578e-01   1.0249084e-01   8.9951995e-02   7.7669262e-02   6.5599497e-02   5.3600935e-02   4.1327027e-02   2.7802241e-02   9.4294454e-03   5.9319388e-14   1.6464624e-17   3.2376618e-16   7.5341959e-16   9.3634093e-17   2.2105137e-17   2.9134177e-16   1.2700435e-16   2.7804752e-16   3.4651632e-16   9.1244010e-17   5.3786796e-16   3.7615455e-16   5.0681374e-16   4.4765509e-18   1.7271564e-17   3.3116186e-16   3.8909023e-17   1.5668851e-15   1.6015795e-15   6.1167593e-15   3.4420407e-16   5.6024262e-17   8.2543128e-17   1.8492505e-16   4.8350454e-17   5.6097076e-16   6.0676920e-16   2.6216484e-15   1.6845151e-15   1.0089536e-14   2.3121293e-14   6.0022120e-14
   1.9598187e-01   1.9398551e-01   1.8844541e-01   1.8019533e-01   1.7013798e-01   1.5898454e-01   1.4723516e-01   1.3522938e-01   1.2319749e-01   1.1129590e-01   9.9628261e-02   8.8256270e-02   7.7202857e-02   6.6448136e-02   5.5914460e-02   4.5426498e-02   3.4591024e-02   2.2269967e-02   4.0028214e-03   1.1055345e-15   1.3262448e-16   2.1624168e-16   6.1450647e-17   3.5632797e-16   1.7562198e-15   3.2369438e-16   9.4167764e-17   1.3193002e-17   8.7013475e-17   3.3732253e-16   4.4011208e-16   1.8985546e-16   4.2682745e-16   2.7436150e-16   1.8539690e-16   1.1125239e-17   5.6354961e-17   7.2266020e-17   1.7393747e-16   2.4581259e-15   8.2155779e-17   6.6244587e-18   1.1973684e-15   1.8614555e-16   1.1069410e-15   5.9479120e-15   3.3726935e-15   9.7789410e-15   1.0571712e-13   8.4600525e-14
   1.9595963e-01   1.9426929e-01   1.8947196e-01   1.8219265e-01   1.7315283e-01   1.6297192e-01   1.5211962e-01   1.4093420e-01   1.2965574e-01   1.1845417e-01   1.0744862e-01   9.6719225e-02   8.6313546e-02   7.6248615e-02   6.6508786e-02   5.7037312e-02   4.7714767e-02   3.8301237e-02   2.8243656e-02   1.5565895e-02   4.9650024e-09   1.3380746e-16   1.6701034e-15   2.1448303e-17   1.3218627e-16   7.5530784e-17   1.0460318e-16   1.0298828e-16   2.1110353e-15   9.5701838e-18   1.9131936e-16   1.7144768e-16   3.3365704e-16   2.3965171e-16   1.7290638e-17   5.5016934e-16   3.0772906e-16   4.0810754e-17   8.8116017e-17   3.4819109e-16   2.9970417e-16   2.1441508e-15   2.3942023e-16   5.8322991e-16   4.4204205e-15   4.8158564e-15   1.8625473e-14   1.2042508e-14   3.4686464e-14   5.8568911e-14
   1.9596300e-01   1.9448289e-01   1.9025487e-01   1.8375152e-01   1.7555596e-01   1.6620397e-01   1.5612742e-01   1.4565321e-01   1.3502252e-01   1.2441156e-01   1.1394783e-01   1.0372141e-01   9.3791915e-02   8.4192302e-02   7.4929755e-02   6.5983347e-02   5.7296228e-02   4.8755670e-02   4.0139313e-02   3.0937378e-02   1.9412609e-02   4.5940891e-04   2.1623542e-16   1.3938891e-15   3.0683841e-16   1.5043070e-16   2.9333770e-16   6.0733874e-17   2.0490169e-17   2.5245814e-16   1.1598015e-16   2.1514579e-16   1.2982000e-16   8.3658600e-17   2.6227015e-18   9.4926108e-17   6.4230392e-17   1.8591495e-16   1.9089522e-17   1.8188598e-16   3.4761846e-16   1.9980100e-16   1.6799047e-15   1.6052345e-15   1.0787319e-15   3.6072716e-15   7.3445283e-15   1.5054625e-13   9.9368777e-15   1.7897532e-13
