   9.8065455e-01   9.7799976e-01   9.7003136e-01   9.5673680e-01   9.3817248e-01   9.1776954e-01   8.9736481e-01   8.7695909e-01   8.5655276e-01   8.3614602e-01   8.1573900e-01   7.9533176e-01   7.7492438e-01   7.5451687e-01   7.3410927e-01   7.1370160e-01   6.9329387e-01   6.7288608e-01   6.5247826e-01   6.3207040e-01   6.1166251e-01   5.9125459e-01   5.7084666e-01   5.5043870e-01   5.3003073e-01   5.0962274e-01   4.8921475e-01   4.6880674e-01   4.4839872e-01   4.2799069e-01   4.0758265e-01   3.8717461e-01   3.6676656e-01   3.4635851e-01   3.2595045e-01   3.0554239e-01   2.8513433e-01   2.6472627e-01   2.4431820e-01   2.2391014e-01   2.0350208e-01   1.8309402e-01   1.6268598e-01   1.4227794e-01   1.2186993e-01   1.0146195e-01   8.1054045e-02   6.0646269e-02   4.0238833e-02   1.9832771e-02
   9.3176124e-01   9.2910155e-01   9.2111764e-01   9.0779430e-01   8.8919304e-01   8.6879007e-01   8.4838533e-01   8.2797960e-01   8.0757326e-01   7.8716652e-01   7.6675949e-01   7.4635225e-01   7.2594487e-01   7.0553736e-01   6.8512976e-01   6.6472209e-01   6.4431435e-01   6.2390657e-01   6.0349874e-01   5.8309088e-01   5.6268299e-01   5.4227508e-01   5.2186714e-01   5.0145919e-01   4.8105122e-01   4.6064323e-01   4.4023523e-01   4.1982723e-01   3.9941921e-01   3.7901118e-01   3.5860315e-01   3.3819511e-01   3.1778707e-01   2.9737902e-01   2.7697097e-01   2.5656292e-01   2.3615487e-01   2.1574682e-01   1.9533877e-01   1.7493074e-01   1.5452271e-01   1.3411470e-01   1.1370671e-01   9.3298781e-02   7.2890944e-02   5.2483314e-02   3.2076286e-02   1.1672940e-02   1.2248194e-14   7.1115882e-14
   8.8299188e-01   8.8032651e-01   8.7232453e-01   8.5896746e-01   8.4032317e-01   8.1992018e-01   7.9951542e-01   7.7910968e-01   7.5870333e-01   7.3829658e-01   7.1788955e-01   6.9748231e-01   6.7707492e-01   6.5666741e-01   6.3625981e-01   6.1585213e-01   5.9544440e-01   5.7503661e-01   5.5462879e-01   5.3422093e-01   5.1381304e-01   4.9340513e-01   4.7299719e-01   4.5258924e-01   4.3218127e-01   4.1177329e-01   3.9136529e-01   3.7095729e-01   3.5054928e-01   3.3014126e-01   3.0973323e-01   2.8932520e-01   2.6891716e-01   2.4850913e-01   2.2810109e-01   2.0769306e-01   1.8728503e-01   1.6687701e-01   1.4646900e-01   1.2606102e-01   1.0565307e-01   8.5245201e-02   6.4837468e-02   4.4430068e-02   2.4023848e-02   3.6370707e-03   6.7586963e-15   3.8037507e-15   3.9576953e-14   8.2351297e-14
   8.3436822e-01   8.3169620e-01   8.2367301e-01   8.1027605e-01   7.9158128e-01   7.7117826e-01   7.5077348e-01   7.3036773e-01   7.0996137e-01   6.8955461e-01   6.6914757e-01   6.4874033e-01   6.2833294e-01   6.0792543e-01   5.8751782e-01   5.6711015e-01   5.4670241e-01   5.2629463e-01   5.0588680e-01   4.8547894e-01   4.6507105e-01   4.4466314e-01   4.2425521e-01   4.0384726e-01   3.8343929e-01   3.6303131e-01   3.4262332e-01   3.2221533e-01   3.0180732e-01   2.8139931e-01   2.6099129e-01   2.4058327e-01   2.2017526e-01   1.9976724e-01   1.7935923e-01   1.5895124e-01   1.3854326e-01   1.1813531e-01   9.7727417e-02   7.7319625e-02   5.6912045e-02   3.6505033e-02   1.6100714e-02   9.7786864e-17   2.0901978e-15   3.4090374e-15   9.0156241e-15   2.9093436e-14   9.2707903e-14   1.9734736e-13
   7.8591729e-01   7.8323742e-01   7.7518911e-01   7.6174448e-01   7.4299006e-01   7.2258700e-01   7.0218220e-01   6.8177643e-01   6.6137006e-01   6.4096330e-01   6.2055625e-01   6.0014901e-01   5.7974161e-01   5.5933409e-01   5.3892649e-01   5.1851881e-01   4.9811108e-01   4.7770329e-01   4.5729547e-01   4.3688761e-01   4.1647972e-01   3.9607182e-01   3.7566389e-01   3.5525594e-01   3.3484798e-01   3.1444001e-01   2.9403203e-01   2.7362404e-01   2.5321605e-01   2.3280805e-01   2.1240006e-01   1.9199206e-01   1.7158408e-01   1.5117611e-01   1.3076817e-01   1.1036027e-01   8.9952442e-02   6.9544764e-02   4.9137418e-02   2.8731113e-02   8.3331904e-03   2.8808977e-15   4.7115247e-16   2.6671876e-16   4.0470913e-15   1.1178956e-14   1.7182473e-15   2.5106795e-14   9.3852347e-14   2.0030391e-13
   7.3788426e-01   7.3498392e-01   7.2690554e-01   7.1340330e-01   6.9457780e-01   6.7417470e-01   6.5376987e-01   6.3336409e-01   6.1295771e-01   5.9255093e-01   5.7214388e-01   5.5173663e-01   5.3132923e-01   5.1092171e-01   4.9051411e-01   4.7010643e-01   4.4969869e-01   4.2929091e-01   4.0888309e-01   3.8847523e-01   3.6806735e-01   3.4765945e-01   3.2725153e-01   3.0684359e-01   2.8643564e-01   2.6602768e-01   2.4561971e-01   2.2521174e-01   2.0480378e-01   1.8439581e-01   1.6398786e-01   1.4357993e-01   1.2317203e-01   1.0276419e-01   8.2356458e-02   6.1948944e-02   4.1541975e-02   2.1137112e-02   8.4428329e-04   2.9754571e-15   2.4672618e-17   1.9479209e-16   1.0092574e-15   2.0311108e-15   6.9702232e-15   7.6051058e-15   3.8713664e-14   7.6794036e-14   4.4313463e-15   3.1458404e-13
   6.8988906e-01   6.8697869e-01   6.7886390e-01   6.6529078e-01   6.4638022e-01   6.2597707e-01   6.0557221e-01   5.8516640e-01   5.6476001e-01   5.4435322e-01   5.2394616e-01   5.0353891e-01   4.8313150e-01   4.6272398e-01   4.4231638e-01   4.2190870e-01   4.0150097e-01   3.8109319e-01   3.6068537e-01   3.4027752e-01   3.1986965e-01   2.9946175e-01   2.7905384e-01   2.5864592e-01   2.3823799e-01   2.1783005e-01   1.9742212e-01   1.7701419e-01   1.5660628e-01   1.3619839e-01   1.1579055e-01   9.5382790e-02   7.4975186e-02   5.4567917e-02   3.4161586e-02   1.3760265e-02   4.4118121e-17   9.7154169e-17   1.6059415e-16   6.2594291e-17   9.2554007e-17   2.9870844e-16   2.1400007e-15   4.0474147e-15   9.2526045e-15   2.2994580e-14   4.7264517e-15   8.0593960e-14   2.0229951e-13   3.5109362e-13
   6.4199140e-01   6.3927729e-01   6.3111783e-01   6.1745647e-01   5.9844296e-01   5.7803975e-01   5.5763485e-01   5.3722902e-01   5.1682261e-01   4.9641581e-01   4.7600874e-01   4.5560148e-01   4.3519407e-01   4.1478655e-01   3.9437894e-01   3.7397127e-01   3.5356354e-01   3.3315577e-01   3.1274796e-01   2.9234012e-01   2.7193226e-01   2.5152438e-01   2.3111650e-01   2.1070860e-01   1.9030071e-01   1.6989283e-01   1.4948496e-01   1.2907714e-01   1.0866937e-01   8.8261722e-02   6.7854299e-02   4.7447404e-02   2.7042228e-02   6.6536948e-03   4.2307658e-17   8.6434889e-19   2.7114336e-15   1.3475827e-16   9.3937934e-17   1.0791049e-17   2.2630974e-16   6.5290380e-16   1.5143102e-15   5.7418996e-15   3.2505232e-15   1.4708104e-14   3.9493450e-14   3.0225448e-14   1.6488639e-13   4.8652354e-13
   5.9489021e-01   5.9195264e-01   5.8373758e-01   5.6996452e-01   5.5082522e-01   5.3042193e-01   5.1001699e-01   4.8961113e-01   4.6920470e-01   4.4879789e-01   4.2839081e-01   4.0798354e-01   3.8757613e-01   3.6716861e-01   3.4676101e-01   3.2635334e-01   3.0594562e-01   2.8553786e-01   2.6513007e-01   2.4472225e-01   2.2431442e-01   2.0390658e-01   1.8349874e-01   1.6309092e-01   1.4268312e-01   1.2227536e-01   1.0186770e-01   8.1460197e-02   6.1053034e-02   4.0646729e-02   2.0243841e-02   2.2118197e-04   1.1071629e-16   2.1192133e-15   2.2970324e-15   3.4484301e-17   4.5577660e-17   3.4103945e-16   2.1884918e-16   7.3045844e-17   2.5717590e-16   1.1654049e-15   1.3933879e-15   6.3233706e-16   5.9843614e-17   2.0839745e-14   8.5849081e-14   2.1890232e-14   3.3494720e-13   4.0185017e-13
   5.4785425e-01   5.4510212e-01   5.3681646e-01   5.2289820e-01   5.0360501e-01   4.8320163e-01   4.6279663e-01   4.4239074e-01   4.2198428e-01   4.0157745e-01   3.8117037e-01   3.6076309e-01   3.4035568e-01   3.1994817e-01   2.9954058e-01   2.7913292e-01   2.5872522e-01   2.3831749e-01   2.1790973e-01   1.9750196e-01   1.7709419e-01   1.5668644e-01   1.3627872e-01   1.1587106e-01   9.5463531e-02   7.5056235e-02   5.4649451e-02   3.4244106e-02   1.3846386e-02   5.3258943e-17   1.8976317e-16   2.7175330e-17   2.8095424e-16   3.4066694e-16   1.0550383e-16   2.2709211e-15   3.1476878e-16   9.7601731e-17   2.6699838e-16   5.7486472e-16   3.5284900e-16   2.9735638e-16   5.0121714e-16   9.9428386e-15   1.4344530e-14   4.1783277e-14   2.7780752e-14   1.9418037e-13   4.0460567e-13   6.8426432e-13
