   1.8347649e-01   1.6862102e-01   1.4862498e-01   1.2862769e-01   1.0863063e-01   8.8634513e-02   6.8640365e-02   4.8650703e-02   2.8674639e-02   8.7937209e-03   9.7513831e-11   2.5920727e-16   8.1517898e-17   2.0635108e-15   5.3833875e-16   3.1237445e-16   2.7975300e-15   2.2858152e-18   5.2116534e-16   3.7330250e-16   4.9597167e-17   1.5049365e-16   1.4649012e-16   3.3376281e-16   5.2845337e-16   1.1665788e-16   3.3544439e-16   1.9317928e-15   1.7073342e-16   4.3212541e-16   2.8638872e-16   1.1979439e-17   4.1765860e-17   5.5094868e-16   5.3944731e-16   1.3720510e-16   9.5896650e-16   1.7003219e-15   7.0512562e-16   6.2325618e-15   2.3346518e-14   5.1420657e-14   9.6296510e-14   1.5108184e-13   2.1358498e-13   3.0088536e-13   4.4941882e-13   7.7605985e-13   1.5443265e-12   3.2685191e-12   6.7994092e-12
   1.8330357e-01   1.6331681e-01   1.4331844e-01   1.2332052e-01   1.0332336e-01   8.3327522e-02   6.3334232e-02   4.3346928e-02   2.3380196e-02   3.6862117e-03   3.9230213e-14   3.6638829e-17   3.9090570e-16   1.1326618e-15   2.6449606e-16   5.2860515e-16   4.0514944e-16   1.2773569e-16   9.8373242e-17   1.0972980e-16   1.7525904e-16   3.7706960e-16   4.6863944e-16   3.7839338e-16   2.3772034e-16   6.7960064e-17   2.6066056e-15   9.8926845e-16   2.7985214e-16   2.4426666e-16   6.3154650e-16   3.1866669e-15   4.4991345e-16   1.8288173e-16   7.5328341e-17   7.1510500e-16   1.1151605e-15   1.9611363e-15   3.7087638e-15   2.8790897e-15   2.9125307e-15   2.1034664e-14   6.0290805e-14   1.3179053e-13   2.4691900e-13   3.9940304e-13   5.3010276e-13   4.4226378e-13   3.2531649e-13   2.6251909e-12   7.5761292e-12
   1.8330527e-01   1.6878611e-01   1.4891305e-01   1.2891563e-01   1.0891840e-01   8.8922027e-02   6.8927471e-02   4.8937052e-02   2.8959112e-02   9.0668731e-03   1.4676458e-10   2.3512527e-16   2.1852444e-16   2.6519638e-17   8.0781315e-16   1.0784385e-16   9.3546862e-18   9.4830422e-17   1.1860175e-16   3.2106872e-17   1.1823181e-16   3.2471107e-16   2.2548558e-15   4.2634982e-16   2.4460527e-17   6.9220937e-17   1.3550353e-16   7.1066607e-16   3.1478876e-16   1.7507497e-16   2.6954367e-16   1.2644646e-16   4.7777012e-17   3.4877456e-16   1.0021565e-16   6.3779134e-17   1.0220679e-15   3.0266361e-15   8.1426469e-15   1.5965913e-14   3.8431453e-14   7.7812791e-14   1.5174340e-13   2.8641597e-13   5.0514981e-13   7.9942090e-13   1.0412121e-12   8.4033477e-13   5.9852965e-13   2.1065315e-15   6.4036758e-15
   1.8332364e-01   1.7492803e-01   1.5891993e-01   1.4110102e-01   1.2258269e-01   1.0353054e-01   8.3780508e-02   6.3786110e-02   4.3795827e-02   2.3820517e-02   4.0380724e-03   5.8399545e-15   5.4324741e-16   3.9969161e-17   4.4743620e-16   9.0415923e-17   4.9481228e-17   6.0950384e-16   3.0575979e-16   8.8200542e-17   8.0286837e-17   1.8716278e-15   5.0421804e-16   2.5612154e-16   2.5352753e-16   7.3214576e-17   2.1636333e-16   3.0811925e-16   2.3435503e-16   8.0073928e-17   6.8246540e-17   2.1682609e-16   5.2120248e-16   3.6603622e-16   6.5598224e-17   1.9020023e-15   5.4472494e-16   7.8381685e-16   2.0404892e-15   5.9309034e-15   1.8901280e-14   5.5326024e-14   1.4141994e-13   3.1625212e-13   6.1362075e-13   9.5949629e-13   1.0331950e-12   1.8253359e-14   6.4862232e-15   8.9496882e-15   1.8112288e-14
   1.8331322e-01   1.7782866e-01   1.6531647e-01   1.5010095e-01   1.3384693e-01   1.1712495e-01   1.0010829e-01   8.2741858e-02   6.4677968e-02   4.5120009e-02   2.5138215e-02   5.2702332e-03   4.0454085e-15   3.0203066e-16   3.5389482e-16   9.4878565e-17   9.6219737e-16   5.3710524e-16   1.1965030e-16   6.1212408e-17   1.6318669e-17   2.5252218e-16   2.3675233e-16   4.1401012e-17   1.4861319e-16   1.6726853e-16   7.3553617e-16   1.2219338e-16   2.3341272e-16   1.6679572e-16   5.6282127e-17   1.6458278e-15   8.4770852e-17   2.0377983e-16   2.0271793e-15   7.7202196e-16   2.5061622e-15   4.9252052e-15   9.3189678e-15   1.3672374e-14   9.4727461e-15   2.5378615e-14   1.3510571e-13   3.6531974e-13   6.9205356e-13   5.8206920e-16   1.4864133e-14   5.6712984e-15   9.4650283e-15   2.0201391e-14   1.6463371e-13
   1.8334295e-01   1.7932749e-01   1.6936357e-01   1.5635488e-01   1.4197489e-01   1.2699315e-01   1.1176332e-01   9.6434028e-02   8.1011693e-02   6.5329429e-02   4.8853434e-02   3.0007421e-02   1.0056186e-02   2.2866121e-12   3.7677826e-16   5.5130675e-16   1.9869403e-15   1.6759977e-16   1.7514186e-17   3.3119454e-17   4.1147633e-16   3.9387722e-16   1.7290829e-16   3.0790924e-16   4.4557691e-16   3.5090390e-16   1.8007786e-16   1.1256551e-16   2.6463262e-16   6.2117630e-16   2.7163515e-15   1.5235955e-16   6.4062407e-17   4.0519330e-17   2.7923097e-17   7.8975657e-16   2.2242145e-15   7.3100214e-15   1.5675667e-14   2.5603607e-14   2.2546366e-14   3.1822076e-14   1.9012384e-13   4.6034328e-17   1.1782173e-15   1.8361205e-14   7.2930805e-15   9.0427599e-15   2.5058504e-14   1.1764764e-13   4.9036897e-14
   1.8330382e-01   1.8020060e-01   1.7202233e-01   1.6078904e-01   1.4797053e-01   1.3439067e-01   1.2049279e-01   1.0651660e-01   9.2580107e-02   7.8704564e-02   6.4793680e-02   5.0532748e-02   3.4986460e-02   1.5810784e-02   8.5558769e-08   5.9281440e-16   2.3449091e-16   3.8484955e-16   1.1033971e-16   1.4741401e-16   1.4035667e-16   3.1625175e-17   5.2015191e-17   8.4824442e-17   3.3099565e-16   1.7049809e-16   2.4363506e-15   4.9370169e-16   9.3353704e-18   1.9022376e-18   2.3762514e-16   3.9676227e-16   2.0040694e-16   3.5650767e-16   2.1160179e-15   6.6690611e-17   1.6978555e-15   7.9037025e-15   1.9361269e-14   2.9727475e-14   8.9037902e-15   3.2854719e-17   2.1619580e-15   1.2486581e-15   3.7943295e-14   5.8598411e-15   8.3866351e-15   4.5482272e-14   3.7838186e-14   4.0644978e-14   2.2911379e-13
   1.8331529e-01   1.8075961e-01   1.7385262e-01   1.6402007e-01   1.5249624e-01   1.4008004e-01   1.2725055e-01   1.1429358e-01   1.0137748e-01   8.8588846e-02   7.5940693e-02   6.3353088e-02   5.0580907e-02   3.6960868e-02   2.0025324e-02   4.8958423e-04   5.5999382e-17   5.2215997e-17   1.1232018e-16   5.9700119e-16   4.8678623e-16   2.9501663e-17   1.9396863e-16   1.0902438e-16   1.1607122e-17   2.1159110e-15   8.9866956e-16   5.8623779e-16   2.1862472e-15   1.1704652e-16   2.9517245e-16   4.1188292e-16   7.5560986e-17   3.4316736e-16   8.0689864e-16   4.6062398e-16   1.0679012e-15   1.0110798e-14   2.2388320e-14   1.8034533e-14   1.1247803e-16   5.9809880e-16   1.2237579e-15   1.3163593e-14   4.3501532e-15   8.4630815e-15   7.7175183e-14   2.2324023e-14   5.1516603e-14   1.2067934e-13   8.5601888e-14
   1.8332458e-01   1.8114376e-01   1.7516805e-01   1.6644087e-01   1.5598856e-01   1.4455094e-01   1.3261058e-01   1.2047489e-01   1.0833825e-01   9.6317549e-02   8.4467459e-02   7.2778392e-02   6.1151396e-02   4.9319204e-02   3.6570531e-02   2.0180892e-02   5.4504671e-04   1.0897576e-17   3.8441031e-16   3.8716878e-16   1.5917641e-18   2.0410986e-15   4.7559695e-17   7.7835918e-17   1.0808175e-16   5.1768586e-17   3.6840464e-17   2.8688229e-16   3.3731690e-16   2.1824111e-15   4.6187269e-16   1.8019829e-16   2.1111799e-16   5.3088504e-16   9.3430715e-16   5.6414701e-16   3.7826002e-15   1.3223417e-14   1.5228069e-14   1.6575880e-16   1.8842782e-17   1.4285673e-15   5.0610221e-15   3.1031656e-15   1.2714396e-14   1.7376620e-14   1.8622844e-14   3.3221742e-13   4.6026620e-14   1.2553979e-13   1.6169458e-13
   1.8330336e-01   1.8141828e-01   1.7614815e-01   1.6830076e-01   1.5873717e-01   1.4812832e-01   1.3694245e-01   1.2549362e-01   1.1398947e-01   1.0256293e-01   9.1288519e-02   8.0185335e-02   6.9203324e-02   5.8175046e-02   4.6653578e-02   3.3102655e-02   1.3729985e-02   1.1737379e-12   4.0501660e-17   3.0980494e-16   1.7404065e-15   2.4671584e-16   1.2824715e-16   1.6318373e-15   3.8580262e-16   1.0902289e-16   1.2451525e-16   3.4159585e-18   2.0238699e-16   4.4011907e-17   4.1141252e-17   1.0600091e-16   1.9346200e-16   5.5453683e-16   9.1842444e-16   8.7911119e-16   7.6575577e-15   1.0713541e-14   3.9015100e-16   3.9277769e-16   1.6432248e-15   2.5273065e-15   2.9413355e-15   5.8308983e-14   9.3005919e-15   2.6324922e-14   3.5459835e-14   4.3926516e-14   1.7570948e-13   9.2068438e-14   1.4259848e-12
   1.8330327e-01   1.8162490e-01   1.7689963e-01   1.6976046e-01   1.6093705e-01   1.5103345e-01   1.4049476e-01   1.2963254e-01   1.1865999e-01   1.0771857e-01   9.6893423e-02   8.6217175e-02   7.5658549e-02   6.5075526e-02   5.4023505e-02   3.8520452e-02   1.8528773e-02   7.6087993e-06   2.2783019e-16   1.5253657e-15   3.4102653e-17   1.6406144e-16   6.5591731e-17   5.4093783e-17   2.0228991e-15   1.9502537e-16   2.9056284e-16   1.0722060e-16   3.2962579e-16   2.1375740e-16   1.6328985e-16   1.9142289e-16   1.1130678e-16   9.0581179e-16   1.1707005e-16   3.9004551e-15   6.6940267e-15   7.6851883e-15   3.0854173e-16   2.2611981e-15   1.2141385e-15   3.0325012e-15   7.6976589e-15   5.2840010e-15   6.7576217e-14   1.9456744e-14   1.6890768e-13   5.0601819e-14   2.1560358e-13   1.2201898e-13   3.9428178e-13
   1.8332209e-01   1.8178539e-01   1.7748926e-01   1.7092602e-01   1.6272192e-01   1.5342039e-01   1.4344007e-01   1.3308470e-01   1.2256806e-01   1.1203581e-01   1.0157886e-01   9.1236618e-02   8.0983610e-02   7.0665088e-02   5.3723425e-02   3.3727039e-02   1.3740314e-02   1.7228075e-13   1.7079727e-16   1.0644855e-15   6.7630308e-17   2.1174266e-16   9.2904654e-17   2.1880841e-17   1.0494353e-16   1.2953948e-16   2.1330597e-16   3.0323803e-16   2.0640088e-16   1.4664031e-16   2.6903177e-16   2.5667803e-15   2.6111483e-16   2.9896064e-16   1.9539173e-15   4.0542816e-15   5.4114196e-15   1.8691940e-14   3.5201230e-15   1.4473513e-15   5.8424422e-15   3.5779286e-15   1.0518620e-14   1.1759082e-14   2.4148607e-14   3.5439935e-14   5.5971076e-14   8.5190065e-14   1.3211652e-13   1.8611815e-13   3.2524329e-13
